date_rdv,canal,profil,motif,sous_motif,date_creation,id_conseiller,bureau,mois,annee_mois,nb_rdv
2025-09-09,telephone,Client,Vente,Question,2025-08-13,13,Lyon,September,2025-09,2
2025-03-30,web,Manager,Comptabilité,Question,2025-03-06,16,Bordeaux,March,2025-03,2
2024-03-23,telephone,Junior,Comptabilité,Réclamation,2024-03-22,5,Lyon,March,2024-03,1
2025-03-06,web,Manager,Support,Demande,2025-02-25,7,Lyon,March,2025-03,1
2025-05-27,web,Junior,Support,Demande,2025-05-11,7,Lyon,May,2025-05,2
2025-01-02,web,Manager,Vente,Demande,2025-01-02,12,Paris,January,2025-01,3
2024-12-29,web,Senior,Comptabilité,Demande,2024-12-03,10,Lyon,December,2024-12,3
2024-09-10,telephone,Senior,Comptabilité,Demande,2024-08-22,1,Paris,September,2024-09,1
2024-06-11,web,Senior,Support,Question,2024-05-20,12,Marseille,June,2024-06,3
2024-01-22,telephone,Senior,Support,Question,2024-01-16,10,Marseille,January,2024-01,3
2024-04-27,telephone,Manager,Comptabilité,Réclamation,2024-04-02,8,Lyon,April,2024-04,2
2024-01-02,web,Manager,Comptabilité,Réclamation,2023-12-18,12,Bordeaux,January,2024-01,2
2024-06-11,telephone,Junior,Support,Question,2024-05-17,5,Paris,June,2024-06,1
2024-03-06,telephone,Client,Comptabilité,Question,2024-02-26,10,Paris,March,2024-03,3
2025-03-12,telephone,Manager,Comptabilité,Demande,2025-02-17,17,Lyon,March,2025-03,3
2024-05-30,web,Client,Comptabilité,Question,2024-05-12,2,Lyon,May,2024-05,3
2024-07-05,telephone,Client,Comptabilité,Réclamation,2024-06-26,13,Bordeaux,July,2024-07,3
2025-05-28,telephone,Junior,Support,Réclamation,2025-05-21,7,Paris,May,2025-05,2
2024-12-30,telephone,Manager,Support,Demande,2024-12-06,7,Bordeaux,December,2024-12,2
2024-04-10,telephone,Client,Comptabilité,Réclamation,2024-03-15,18,Marseille,April,2024-04,2
2024-10-17,web,Junior,Vente,Réclamation,2024-10-13,18,Paris,October,2024-10,2
2024-08-26,telephone,Client,Comptabilité,Demande,2024-08-25,3,Marseille,August,2024-08,3
2024-10-07,web,Manager,Comptabilité,Demande,2024-10-07,9,Lyon,October,2024-10,2
2025-07-29,web,Manager,Support,Question,2025-07-28,14,Bordeaux,July,2025-07,1
2025-05-20,web,Senior,Support,Question,2025-05-13,3,Bordeaux,May,2025-05,2
2025-02-07,web,Junior,Support,Question,2025-01-18,11,Paris,February,2025-02,1
2024-07-29,web,Senior,Support,Réclamation,2024-07-08,9,Marseille,July,2024-07,1
2025-01-20,telephone,Manager,Comptabilité,Question,2024-12-25,5,Bordeaux,January,2025-01,1
2024-11-21,telephone,Manager,Support,Demande,2024-11-03,9,Paris,November,2024-11,2
2025-04-06,telephone,Senior,Support,Demande,2025-03-20,16,Bordeaux,April,2025-04,1
2025-09-25,web,Manager,Support,Demande,2025-09-05,5,Lyon,September,2025-09,2
2025-01-18,telephone,Manager,Support,Réclamation,2025-01-04,2,Lyon,January,2025-01,2
2024-03-01,web,Client,Vente,Question,2024-02-22,19,Lyon,March,2024-03,1
2025-01-02,web,Senior,Comptabilité,Réclamation,2025-01-02,15,Lyon,January,2025-01,3
2024-04-11,web,Junior,Vente,Réclamation,2024-04-04,9,Marseille,April,2024-04,1
2025-08-17,web,Client,Comptabilité,Question,2025-08-06,20,Paris,August,2025-08,3
2025-08-05,telephone,Senior,Comptabilité,Question,2025-07-25,16,Marseille,August,2025-08,3
2025-10-03,web,Junior,Comptabilité,Question,2025-09-30,6,Marseille,October,2025-10,3
2025-10-19,telephone,Manager,Comptabilité,Question,2025-10-13,5,Marseille,October,2025-10,2
2024-09-04,telephone,Client,Support,Question,2024-08-10,1,Marseille,September,2024-09,3
2024-05-22,telephone,Manager,Support,Question,2024-05-01,13,Paris,May,2024-05,2
2025-12-11,web,Junior,Comptabilité,Réclamation,2025-12-08,9,Bordeaux,December,2025-12,3
2025-07-26,telephone,Junior,Vente,Question,2025-06-30,16,Marseille,July,2025-07,2
2024-02-04,web,Client,Vente,Demande,2024-01-06,15,Paris,February,2024-02,3
2025-03-20,telephone,Client,Comptabilité,Demande,2025-03-20,16,Lyon,March,2025-03,1
2025-09-15,telephone,Client,Support,Question,2025-08-31,14,Paris,September,2025-09,2
2025-01-03,telephone,Manager,Vente,Question,2024-12-13,2,Marseille,January,2025-01,2
2025-08-27,web,Client,Comptabilité,Demande,2025-08-15,11,Paris,August,2025-08,3
2025-05-11,web,Manager,Vente,Réclamation,2025-04-15,9,Bordeaux,May,2025-05,2
2024-01-28,telephone,Senior,Vente,Demande,2024-01-22,3,Bordeaux,January,2024-01,2
2025-05-16,telephone,Senior,Comptabilité,Question,2025-04-21,7,Bordeaux,May,2025-05,2
2025-05-11,web,Junior,Support,Demande,2025-04-19,19,Marseille,May,2025-05,3
2024-10-17,web,Client,Vente,Question,2024-10-10,14,Bordeaux,October,2024-10,1
2024-01-27,web,Client,Support,Demande,2024-01-05,17,Bordeaux,January,2024-01,1
2024-03-31,web,Manager,Vente,Demande,2024-03-18,5,Lyon,March,2024-03,3
2025-08-02,web,Senior,Vente,Demande,2025-07-12,16,Bordeaux,August,2025-08,2
2024-06-23,telephone,Senior,Comptabilité,Question,2024-06-09,10,Bordeaux,June,2024-06,1
2025-07-28,telephone,Client,Support,Question,2025-07-01,19,Bordeaux,July,2025-07,3
2024-01-17,telephone,Junior,Comptabilité,Question,2024-01-05,11,Paris,January,2024-01,1
2025-04-01,telephone,Senior,Support,Demande,2025-03-31,2,Paris,April,2025-04,2
2024-07-20,web,Manager,Vente,Demande,2024-06-20,20,Marseille,July,2024-07,3
2025-07-20,telephone,Senior,Comptabilité,Réclamation,2025-07-05,5,Paris,July,2025-07,2
2025-06-20,web,Client,Support,Demande,2025-06-12,1,Bordeaux,June,2025-06,3
2024-10-04,telephone,Senior,Vente,Question,2024-09-22,15,Paris,October,2024-10,3
2025-02-12,telephone,Manager,Comptabilité,Demande,2025-02-01,15,Bordeaux,February,2025-02,3
2025-10-01,telephone,Manager,Comptabilité,Demande,2025-09-23,18,Paris,October,2025-10,1
2025-09-05,telephone,Junior,Vente,Question,2025-08-28,12,Bordeaux,September,2025-09,1
2025-05-16,telephone,Junior,Support,Demande,2025-05-13,3,Bordeaux,May,2025-05,2
2024-09-23,telephone,Junior,Vente,Demande,2024-09-20,3,Bordeaux,September,2024-09,2
2025-06-21,web,Manager,Comptabilité,Demande,2025-05-23,19,Paris,June,2025-06,3
2024-11-01,web,Junior,Support,Demande,2024-10-15,1,Marseille,November,2024-11,1
2025-10-02,web,Client,Vente,Demande,2025-09-21,19,Marseille,October,2025-10,3
2025-12-05,web,Manager,Support,Demande,2025-11-28,2,Lyon,December,2025-12,2
2024-10-01,telephone,Senior,Vente,Demande,2024-09-25,10,Paris,October,2024-10,3
2025-04-16,web,Senior,Vente,Demande,2025-04-11,13,Lyon,April,2025-04,3
2025-03-24,web,Client,Vente,Demande,2025-03-20,13,Lyon,March,2025-03,1
2025-12-29,web,Senior,Vente,Réclamation,2025-11-30,16,Bordeaux,December,2025-12,2
2025-02-24,telephone,Junior,Comptabilité,Réclamation,2025-02-01,12,Bordeaux,February,2025-02,3
2025-11-15,telephone,Junior,Vente,Réclamation,2025-11-07,9,Paris,November,2025-11,3
2025-12-02,telephone,Senior,Support,Demande,2025-11-06,19,Bordeaux,December,2025-12,3
2025-01-19,telephone,Client,Vente,Question,2025-01-05,1,Paris,January,2025-01,1
2024-07-04,telephone,Senior,Vente,Demande,2024-06-18,5,Marseille,July,2024-07,3
2025-12-10,telephone,Client,Support,Question,2025-12-05,6,Marseille,December,2025-12,2
2024-07-12,web,Senior,Vente,Question,2024-06-23,20,Marseille,July,2024-07,1
2024-12-14,telephone,Senior,Comptabilité,Question,2024-12-09,11,Lyon,December,2024-12,1
2025-08-04,telephone,Senior,Comptabilité,Question,2025-08-03,5,Marseille,August,2025-08,2
2024-04-01,web,Senior,Comptabilité,Demande,2024-03-16,20,Lyon,April,2024-04,2
2025-03-09,telephone,Junior,Comptabilité,Réclamation,2025-02-25,19,Bordeaux,March,2025-03,2
2025-10-06,telephone,Manager,Vente,Demande,2025-09-24,3,Lyon,October,2025-10,2
2024-07-30,web,Client,Comptabilité,Demande,2024-07-28,14,Paris,July,2024-07,3
2024-10-02,web,Junior,Comptabilité,Question,2024-10-01,12,Lyon,October,2024-10,2
2024-01-31,telephone,Client,Support,Réclamation,2024-01-05,16,Bordeaux,January,2024-01,2
2024-02-12,telephone,Junior,Comptabilité,Question,2024-01-15,8,Marseille,February,2024-02,3
2024-02-28,web,Manager,Support,Réclamation,2024-01-29,20,Lyon,February,2024-02,1
2025-02-27,telephone,Junior,Vente,Réclamation,2025-02-22,6,Bordeaux,February,2025-02,1
2024-09-10,web,Senior,Support,Réclamation,2024-09-02,14,Marseille,September,2024-09,3
2025-12-29,telephone,Manager,Support,Réclamation,2025-12-04,17,Lyon,December,2025-12,3
2024-03-16,telephone,Junior,Comptabilité,Réclamation,2024-03-08,6,Paris,March,2024-03,1
2025-03-23,web,Junior,Vente,Demande,2025-02-21,9,Bordeaux,March,2025-03,3
2025-08-16,web,Manager,Comptabilité,Question,2025-07-18,18,Paris,August,2025-08,2
2024-08-10,web,Senior,Vente,Demande,2024-07-19,16,Lyon,August,2024-08,3
2024-06-11,telephone,Junior,Comptabilité,Demande,2024-05-31,16,Lyon,June,2024-06,1
2025-07-30,telephone,Senior,Support,Réclamation,2025-07-28,8,Bordeaux,July,2025-07,1
2025-05-10,web,Manager,Vente,Question,2025-04-27,12,Lyon,May,2025-05,1
2024-12-08,web,Client,Vente,Question,2024-12-02,7,Marseille,December,2024-12,3
2024-04-30,web,Junior,Comptabilité,Réclamation,2024-04-26,6,Marseille,April,2024-04,2
2024-09-25,web,Junior,Vente,Demande,2024-09-03,10,Marseille,September,2024-09,3
2025-05-16,telephone,Junior,Comptabilité,Demande,2025-04-18,12,Marseille,May,2025-05,1
2024-02-08,telephone,Manager,Vente,Réclamation,2024-01-20,9,Bordeaux,February,2024-02,3
2025-11-24,telephone,Manager,Support,Réclamation,2025-11-08,4,Paris,November,2025-11,2
2025-07-05,web,Client,Vente,Demande,2025-06-19,18,Marseille,July,2025-07,3
2025-02-08,telephone,Client,Vente,Demande,2025-01-30,13,Paris,February,2025-02,2
2025-06-17,web,Manager,Vente,Question,2025-05-24,8,Bordeaux,June,2025-06,3
2025-02-26,telephone,Senior,Comptabilité,Demande,2025-02-05,1,Bordeaux,February,2025-02,1
2024-10-02,web,Senior,Comptabilité,Demande,2024-09-08,17,Paris,October,2024-10,2
2025-09-13,web,Client,Support,Question,2025-08-21,10,Bordeaux,September,2025-09,1
2024-01-15,telephone,Senior,Comptabilité,Réclamation,2023-12-16,16,Lyon,January,2024-01,2
2024-04-12,web,Client,Comptabilité,Réclamation,2024-03-29,15,Paris,April,2024-04,1
2024-08-17,web,Manager,Vente,Question,2024-08-01,2,Bordeaux,August,2024-08,1
2025-03-24,telephone,Manager,Support,Réclamation,2025-03-12,9,Bordeaux,March,2025-03,1
2024-01-20,telephone,Client,Support,Réclamation,2024-01-13,10,Marseille,January,2024-01,3
2025-10-16,web,Senior,Vente,Demande,2025-09-18,8,Paris,October,2025-10,3
2025-08-03,telephone,Junior,Vente,Question,2025-07-08,19,Paris,August,2025-08,2
2025-03-21,telephone,Senior,Vente,Question,2025-03-08,10,Bordeaux,March,2025-03,2
2025-11-18,web,Junior,Vente,Demande,2025-11-14,14,Bordeaux,November,2025-11,1
2024-01-28,web,Junior,Comptabilité,Réclamation,2023-12-30,19,Bordeaux,January,2024-01,1
2025-08-27,web,Junior,Comptabilité,Réclamation,2025-08-19,1,Lyon,August,2025-08,3
2025-03-05,web,Client,Support,Demande,2025-03-01,14,Paris,March,2025-03,1
2025-05-12,telephone,Senior,Support,Demande,2025-05-03,19,Paris,May,2025-05,2
2025-09-02,web,Senior,Vente,Demande,2025-08-24,5,Paris,September,2025-09,1
2024-02-22,telephone,Senior,Vente,Réclamation,2024-01-31,16,Marseille,February,2024-02,3
2024-08-14,telephone,Senior,Support,Question,2024-08-10,2,Marseille,August,2024-08,1
2024-12-26,telephone,Manager,Support,Question,2024-11-29,5,Paris,December,2024-12,1
2024-01-22,telephone,Senior,Comptabilité,Réclamation,2024-01-13,13,Bordeaux,January,2024-01,2
2025-01-04,telephone,Senior,Vente,Demande,2024-12-14,5,Paris,January,2025-01,2
2025-09-15,telephone,Manager,Support,Question,2025-09-14,4,Marseille,September,2025-09,3
2025-07-27,telephone,Senior,Comptabilité,Demande,2025-07-01,6,Lyon,July,2025-07,3
2024-08-27,web,Junior,Comptabilité,Question,2024-08-14,18,Lyon,August,2024-08,3
2025-08-31,telephone,Manager,Comptabilité,Demande,2025-08-21,4,Lyon,August,2025-08,2
2025-10-13,web,Junior,Comptabilité,Question,2025-09-22,15,Marseille,October,2025-10,3
2024-08-12,web,Client,Vente,Réclamation,2024-07-20,10,Marseille,August,2024-08,3
2024-12-18,telephone,Client,Support,Question,2024-12-15,11,Marseille,December,2024-12,3
2024-05-27,web,Senior,Comptabilité,Réclamation,2024-04-30,17,Paris,May,2024-05,3
2024-10-06,telephone,Manager,Support,Question,2024-09-25,18,Bordeaux,October,2024-10,3
2025-04-21,web,Manager,Comptabilité,Réclamation,2025-03-22,12,Paris,April,2025-04,2
2025-08-11,web,Junior,Support,Réclamation,2025-08-11,18,Paris,August,2025-08,3
2024-05-09,web,Junior,Comptabilité,Réclamation,2024-04-28,3,Bordeaux,May,2024-05,1
2024-11-08,telephone,Junior,Comptabilité,Demande,2024-11-08,9,Bordeaux,November,2024-11,1
2025-10-20,web,Senior,Vente,Réclamation,2025-09-21,10,Paris,October,2025-10,3
2025-02-24,web,Senior,Comptabilité,Demande,2025-01-25,2,Bordeaux,February,2025-02,1
2025-09-05,telephone,Client,Vente,Question,2025-08-29,17,Bordeaux,September,2025-09,2
2025-05-18,web,Junior,Comptabilité,Question,2025-05-07,20,Lyon,May,2025-05,3
2024-08-02,web,Junior,Vente,Demande,2024-07-11,9,Lyon,August,2024-08,2
2024-06-28,web,Manager,Comptabilité,Question,2024-06-02,4,Paris,June,2024-06,2
2025-10-16,web,Manager,Comptabilité,Demande,2025-09-22,12,Marseille,October,2025-10,2
2025-11-08,telephone,Senior,Comptabilité,Demande,2025-10-27,2,Lyon,November,2025-11,2
2024-10-16,web,Client,Support,Demande,2024-10-13,19,Paris,October,2024-10,1
2024-09-14,web,Junior,Comptabilité,Question,2024-08-15,7,Marseille,September,2024-09,2
2025-06-02,telephone,Manager,Vente,Question,2025-05-13,3,Bordeaux,June,2025-06,1
2025-11-18,telephone,Client,Support,Réclamation,2025-11-13,15,Bordeaux,November,2025-11,1
2024-08-23,telephone,Junior,Vente,Demande,2024-08-23,11,Paris,August,2024-08,1
2025-06-26,telephone,Manager,Support,Réclamation,2025-06-26,19,Marseille,June,2025-06,1
2025-04-01,web,Client,Support,Question,2025-03-17,12,Paris,April,2025-04,1
2024-07-25,telephone,Client,Vente,Demande,2024-07-08,13,Lyon,July,2024-07,2
2025-12-29,telephone,Manager,Comptabilité,Question,2025-12-26,5,Lyon,December,2025-12,1
2025-05-09,telephone,Client,Comptabilité,Demande,2025-04-20,3,Marseille,May,2025-05,1
2025-11-25,web,Client,Comptabilité,Réclamation,2025-11-09,6,Bordeaux,November,2025-11,3
2024-02-21,web,Manager,Support,Question,2024-02-03,3,Paris,February,2024-02,3
2024-06-09,web,Senior,Vente,Réclamation,2024-06-07,17,Paris,June,2024-06,2
2025-02-25,telephone,Manager,Support,Question,2025-02-05,8,Marseille,February,2025-02,2
2025-06-20,web,Client,Support,Question,2025-06-07,6,Lyon,June,2025-06,1
2025-09-25,web,Client,Vente,Demande,2025-09-06,15,Lyon,September,2025-09,1
2025-01-12,web,Client,Vente,Demande,2024-12-16,6,Marseille,January,2025-01,3
2025-12-08,web,Client,Support,Réclamation,2025-11-29,7,Marseille,December,2025-12,1
2024-12-31,telephone,Junior,Vente,Réclamation,2024-12-20,8,Marseille,December,2024-12,2
2025-03-04,web,Senior,Vente,Question,2025-02-13,12,Lyon,March,2025-03,3
2024-04-04,web,Manager,Vente,Question,2024-03-30,11,Bordeaux,April,2024-04,1
2025-01-22,telephone,Senior,Vente,Question,2024-12-24,18,Paris,January,2025-01,2
2024-12-04,web,Client,Support,Demande,2024-12-02,4,Bordeaux,December,2024-12,3
2025-06-13,web,Senior,Support,Réclamation,2025-05-26,7,Bordeaux,June,2025-06,2
2025-08-28,web,Manager,Support,Question,2025-08-26,1,Lyon,August,2025-08,3
2025-09-10,web,Senior,Comptabilité,Demande,2025-08-24,5,Paris,September,2025-09,1
2024-06-10,web,Manager,Vente,Réclamation,2024-05-26,3,Paris,June,2024-06,1
2025-07-30,telephone,Manager,Comptabilité,Question,2025-07-11,6,Marseille,July,2025-07,1
2025-09-30,telephone,Junior,Vente,Question,2025-09-27,14,Paris,September,2025-09,3
2024-09-11,web,Manager,Comptabilité,Réclamation,2024-08-23,4,Marseille,September,2024-09,3
2024-10-24,telephone,Client,Comptabilité,Réclamation,2024-10-17,18,Lyon,October,2024-10,1
2024-09-24,telephone,Client,Support,Réclamation,2024-09-24,12,Lyon,September,2024-09,2
2025-04-17,telephone,Manager,Vente,Demande,2025-04-09,7,Marseille,April,2025-04,1
2024-08-21,web,Senior,Support,Demande,2024-08-20,19,Paris,August,2024-08,2
2024-11-18,telephone,Junior,Comptabilité,Demande,2024-11-17,13,Paris,November,2024-11,3
2024-10-21,telephone,Manager,Comptabilité,Demande,2024-09-23,9,Marseille,October,2024-10,2
2024-12-24,telephone,Junior,Support,Réclamation,2024-12-06,9,Marseille,December,2024-12,3
2024-12-19,telephone,Client,Support,Question,2024-12-11,11,Marseille,December,2024-12,2
2024-05-19,web,Client,Comptabilité,Question,2024-04-27,4,Bordeaux,May,2024-05,2
2025-12-14,telephone,Manager,Comptabilité,Demande,2025-11-27,18,Marseille,December,2025-12,3
2025-10-08,web,Manager,Vente,Réclamation,2025-09-18,12,Paris,October,2025-10,3
2024-11-23,web,Senior,Vente,Demande,2024-11-14,19,Marseille,November,2024-11,2
2025-04-20,web,Client,Comptabilité,Réclamation,2025-03-23,20,Paris,April,2025-04,3
2025-04-25,telephone,Senior,Support,Demande,2025-03-31,12,Bordeaux,April,2025-04,1
2025-02-28,web,Client,Vente,Question,2025-02-01,6,Paris,February,2025-02,1
2025-03-12,web,Senior,Support,Question,2025-02-25,20,Lyon,March,2025-03,1
2025-02-11,web,Junior,Support,Réclamation,2025-01-12,3,Marseille,February,2025-02,3
2024-04-11,web,Client,Support,Demande,2024-03-18,5,Paris,April,2024-04,1
2025-04-14,web,Junior,Support,Question,2025-04-14,15,Bordeaux,April,2025-04,2
2025-10-04,web,Manager,Support,Réclamation,2025-09-04,14,Marseille,October,2025-10,3
2025-12-28,web,Junior,Vente,Réclamation,2025-11-28,6,Bordeaux,December,2025-12,2
2024-06-09,telephone,Manager,Comptabilité,Demande,2024-06-02,6,Paris,June,2024-06,2
2025-04-19,web,Senior,Comptabilité,Question,2025-04-14,7,Paris,April,2025-04,3
2025-02-03,web,Client,Comptabilité,Réclamation,2025-01-05,14,Bordeaux,February,2025-02,1
2025-10-04,web,Client,Vente,Demande,2025-09-14,14,Marseille,October,2025-10,1
2025-04-14,telephone,Junior,Vente,Demande,2025-03-17,5,Marseille,April,2025-04,2
2024-10-04,web,Junior,Vente,Réclamation,2024-09-25,18,Bordeaux,October,2024-10,3
2024-01-26,telephone,Manager,Support,Demande,2024-01-01,7,Paris,January,2024-01,2
2025-08-24,telephone,Senior,Vente,Réclamation,2025-08-03,16,Bordeaux,August,2025-08,1
2025-07-06,telephone,Manager,Vente,Question,2025-06-28,6,Lyon,July,2025-07,2
2024-05-29,telephone,Junior,Support,Question,2024-05-19,11,Marseille,May,2024-05,1
2025-03-10,web,Senior,Vente,Réclamation,2025-02-18,6,Marseille,March,2025-03,1
2025-08-04,telephone,Senior,Support,Demande,2025-07-06,4,Lyon,August,2025-08,1
2024-08-16,web,Client,Vente,Question,2024-07-21,5,Lyon,August,2024-08,2
2025-11-21,web,Client,Vente,Demande,2025-11-17,20,Bordeaux,November,2025-11,1
2025-04-05,web,Client,Vente,Demande,2025-03-09,15,Lyon,April,2025-04,3
2025-01-27,web,Junior,Support,Réclamation,2025-01-22,9,Lyon,January,2025-01,3
2024-08-10,web,Junior,Vente,Question,2024-07-15,12,Marseille,August,2024-08,3
2024-11-12,telephone,Senior,Support,Demande,2024-11-07,20,Bordeaux,November,2024-11,3
2024-10-25,telephone,Junior,Vente,Demande,2024-10-23,5,Lyon,October,2024-10,1
2024-01-27,web,Senior,Support,Demande,2024-01-20,11,Paris,January,2024-01,2
2025-11-26,web,Client,Comptabilité,Demande,2025-11-11,3,Marseille,November,2025-11,3
2024-10-20,web,Client,Comptabilité,Demande,2024-10-14,6,Paris,October,2024-10,3
2024-04-09,telephone,Junior,Support,Réclamation,2024-03-31,5,Paris,April,2024-04,3
2024-06-10,web,Client,Comptabilité,Question,2024-05-27,15,Lyon,June,2024-06,2
2024-04-20,telephone,Senior,Support,Demande,2024-04-15,2,Lyon,April,2024-04,3
2025-03-20,web,Senior,Support,Question,2025-02-20,10,Marseille,March,2025-03,1
2025-10-17,telephone,Senior,Vente,Réclamation,2025-09-23,8,Marseille,October,2025-10,1
2024-03-15,web,Senior,Vente,Demande,2024-03-11,7,Marseille,March,2024-03,3
2024-08-16,web,Manager,Vente,Réclamation,2024-07-20,7,Lyon,August,2024-08,1
2024-01-09,telephone,Junior,Support,Question,2023-12-24,9,Marseille,January,2024-01,1
2025-12-09,web,Manager,Comptabilité,Demande,2025-11-23,4,Bordeaux,December,2025-12,3
2024-08-04,web,Manager,Vente,Demande,2024-08-03,3,Lyon,August,2024-08,3
2024-01-02,telephone,Junior,Support,Demande,2023-12-11,12,Paris,January,2024-01,3
2025-10-02,telephone,Senior,Vente,Réclamation,2025-09-14,12,Marseille,October,2025-10,2
2025-04-22,web,Manager,Comptabilité,Question,2025-04-18,4,Paris,April,2025-04,1
2024-03-12,telephone,Manager,Vente,Question,2024-02-27,7,Marseille,March,2024-03,1
